CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure_months,num_products,monthly_charges,total_charges,support_tickets_6mo,avg_response_time_hrs,login_frequency_weekly,feature_usage_score,payment_delay_days,nps_score,contract_type,payment_method,internet_service,plan_tier,referral_source,Churn
CUST-01614,Female,0,Yes,No,5,5,118.53,603.66,14,0.12,4,94.3,12,4.0,Two-Year,Bank Transfer,Fiber Optic,Standard,Referral,1
CUST-01615,Female,1,No,Yes,13,4,32.54,473.01,8,0.04,9,28.78,1,5.0,Month-to-Month,Bank Transfer,DSL,Basic,Paid,0
CUST-01616,Male,0,No,No,57,2,61.19,3598.91,3,12.34,13,80.36,25,2.0,Two-Year,Bank Transfer,DSL,Basic,Paid,0
CUST-01617,Female,1,No,No,37,1,105.16,3967.15,9,0.29,4,50.82,24,9.0,One-Year,Credit Card,Fiber Optic,Basic,Social,1
CUST-01618,Male,0,No,Yes,9,4,44.49,388.47,13,0.5,4,43.67,17,8.0,Month-to-Month,Bank Transfer,Fiber Optic,Standard,Referral,0
CUST-01619,Male,0,No,Yes,71,1,46.7,3341.94,11,,14,46.58,0,0.0,Month-to-Month,Credit Card,DSL,Premium,Paid,0
CUST-01620,Male,0,Yes,Yes,19,1,100.85,1947.55,6,4.93,10,43.26,26,2.0,One-Year,Check,None,Basic,Organic,1
CUST-01621,Male,0,Yes,No,1,3,47.33,46.33,9,4.38,6,87.71,5,6.0,Month-to-Month,PayPal,Fiber Optic,Basic,Social,0
CUST-01622,Female,0,Yes,Yes,66,5,20.29,1284.15,13,0.49,16,94.44,28,7.0,Month-to-Month,Credit Card,DSL,Basic,Social,0
CUST-01623,Female,1,Yes,Yes,2,1,62.79,85.64,3,2.59,19,66.3,5,8.0,One-Year,Check,Fiber Optic,Basic,Referral,0
CUST-01624,Female,1,No,No,40,3,21.25,907.55,11,10.06,16,19.28,0,10.0,Two-Year,PayPal,Fiber Optic,Premium,Referral,0
CUST-01625,Male,0,Yes,Yes,71,3,110.98,7942.09,14,1.37,5,42.05,10,6.0,Two-Year,PayPal,Fiber Optic,Basic,Referral,0
CUST-01626,Male,1,No,Yes,42,2,84.18,3525.24,5,0.15,19,35.56,14,2.0,One-Year,Bank Transfer,DSL,Premium,Social,0
CUST-01627,Female,0,Yes,No,42,3,78.3,3301.71,13,0.43,7,67.1,26,0.0,Two-Year,PayPal,Fiber Optic,Basic,Paid,0
CUST-01628,Female,0,No,No,28,4,40.16,1184.31,0,1.9,1,7.03,1,0.0,Two-Year,Credit Card,DSL,Basic,Paid,0
CUST-01629,Male,1,Yes,Yes,10,1,89.99,814.73,5,1.74,10,65.41,7,6.0,One-Year,Bank Transfer,Fiber Optic,Premium,Organic,0
CUST-01630,Male,1,Yes,Yes,41,5,87.73,3574.43,4,5.07,19,46.68,19,6.0,Month-to-Month,PayPal,Fiber Optic,Standard,Referral,0
CUST-01631,Male,1,No,Yes,64,2,26.05,1767.86,0,,0,26.1,15,1.0,Month-to-Month,Check,DSL,Standard,Referral,0
CUST-01632,Male,0,No,No,7,2,108.08,771.56,9,6.85,0,6.35,25,4.0,Two-Year,Credit Card,DSL,Basic,Referral,1
CUST-01633,Female,0,Yes,No,63,1,77.94,4853.84,7,10.2,0,5.3,14,4.0,Month-to-Month,PayPal,Fiber Optic,Standard,Organic,0
CUST-01634,Female,1,No,Yes,30,3,99.25,2983.26,5,9.67,16,89.22,18,3.0,One-Year,Check,DSL,Standard,Paid,0
CUST-01635,Female,1,No,Yes,39,3,46.29,1856.44,12,,4,57.67,7,2.0,Two-Year,Check,DSL,Premium,Referral,0
CUST-01636,Male,1,No,Yes,12,1,32.2,259.13,3,0.38,9,55.16,11,3.0,One-Year,PayPal,Fiber Optic,Premium,Social,0
CUST-01637,Male,1,No,No,45,2,90.24,4069.84,12,10.57,1,1.75,13,8.0,Two-Year,Check,DSL,Standard,Paid,0
CUST-01638,Male,0,Yes,No,13,4,99.39,1273.43,9,3.8,18,77.1,18,7.0,One-Year,PayPal,DSL,Basic,Paid,0
CUST-01639,Male,0,Yes,No,20,4,58.6,1089.97,13,,15,21.06,25,8.0,Two-Year,Bank Transfer,None,Premium,Organic,0
CUST-01640,Female,0,No,Yes,52,2,22.37,1167.3,0,2.71,11,38.34,9,9.0,Two-Year,Check,Fiber Optic,Basic,Organic,0
CUST-01641,Female,1,Yes,Yes,4,4,101.83,400.48,14,2.69,17,64.66,20,2.0,One-Year,PayPal,DSL,Standard,Organic,0
CUST-01642,Female,1,Yes,Yes,32,4,40.61,1298.3,0,1.1,4,13.45,6,4.0,One-Year,Check,Fiber Optic,Basic,Social,0
CUST-01643,Male,0,No,No,43,2,53.9,2300.42,10,4.53,8,79.67,11,7.0,Two-Year,Credit Card,Fiber Optic,Standard,Paid,0
CUST-01644,Female,1,Yes,Yes,10,1,82.82,777.16,11,0.53,19,83.53,2,6.0,One-Year,Credit Card,DSL,Basic,Referral,1
CUST-01645,Male,0,No,Yes,21,1,30.0,557.16,2,1.32,10,51.95,8,8.0,One-Year,Bank Transfer,None,Premium,Organic,0
CUST-01646,Female,1,No,Yes,25,5,27.2,645.45,0,12.69,6,36.54,23,10.0,One-Year,Credit Card,Fiber Optic,Basic,Paid,0
CUST-01647,Female,0,No,Yes,48,2,22.57,1126.34,0,6.58,12,25.19,15,4.0,Month-to-Month,PayPal,DSL,Standard,Referral,0
CUST-01648,Male,0,Yes,No,70,5,111.66,7828.13,1,7.36,18,72.4,27,7.0,Two-Year,Check,DSL,Basic,Organic,0
CUST-01649,Female,1,Yes,Yes,60,2,51.14,3064.84,2,10.08,1,34.06,6,10.0,Month-to-Month,Credit Card,DSL,Premium,Social,0
CUST-01650,Male,1,No,No,14,4,86.07,1152.93,14,1.13,19,80.95,12,5.0,Month-to-Month,Check,DSL,Premium,Organic,0
CUST-01651,Male,1,No,No,2,2,118.92,219.15,3,1.31,9,73.24,4,2.0,Month-to-Month,Check,Fiber Optic,Premium,Referral,0
CUST-01652,Male,0,No,Yes,4,4,86.95,384.64,12,0.44,1,35.29,8,8.0,Month-to-Month,Credit Card,DSL,Standard,Social,0
CUST-01653,Female,0,No,No,43,5,72.51,3143.15,0,7.06,19,22.89,1,1.0,Two-Year,Bank Transfer,Fiber Optic,Basic,Social,0
CUST-01654,Female,1,Yes,Yes,12,4,72.09,841.24,9,7.73,11,35.77,6,7.0,One-Year,Bank Transfer,DSL,Standard,Referral,0
CUST-01655,Female,0,No,Yes,17,1,57.69,850.19,6,0.08,4,34.23,0,1.0,Month-to-Month,Check,DSL,Basic,Paid,1
CUST-01656,Male,1,Yes,Yes,61,3,79.98,4844.91,8,10.98,3,95.67,20,2.0,Month-to-Month,PayPal,DSL,Basic,Social,0
CUST-01657,Female,1,Yes,Yes,63,2,115.88,7276.25,11,1.4,1,62.73,29,10.0,Month-to-Month,Check,Fiber Optic,Standard,Paid,0
CUST-01658,Female,0,Yes,Yes,60,2,98.8,5882.91,3,22.26,10,65.76,1,2.0,Two-Year,Bank Transfer,Fiber Optic,Basic,Paid,0
CUST-01659,Female,0,Yes,Yes,19,5,62.42,1165.37,0,0.62,5,28.36,10,6.0,Month-to-Month,Bank Transfer,Fiber Optic,Premium,Organic,1
CUST-01660,Female,0,Yes,No,44,5,53.24,2383.58,3,11.69,6,36.43,26,5.0,Two-Year,Check,Fiber Optic,Standard,Paid,0
CUST-01661,Male,0,Yes,Yes,44,5,108.35,4765.67,12,2.7,10,46.62,1,1.0,Month-to-Month,Credit Card,Fiber Optic,Premium,Organic,0
CUST-01662,Female,1,Yes,No,14,5,33.58,519.58,8,4.33,19,97.67,21,6.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Organic,0
CUST-01663,Male,1,No,No,40,3,104.96,4122.92,13,1.17,17,66.76,17,4.0,Two-Year,Credit Card,Fiber Optic,Standard,Social,0
CUST-01664,Female,1,Yes,No,38,3,45.51,1714.04,12,6.82,2,15.41,24,10.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Social,0
CUST-01665,Female,1,Yes,No,29,3,91.56,2558.37,2,6.76,7,99.09,14,3.0,Month-to-Month,Credit Card,DSL,Basic,Social,0
CUST-01666,Female,0,No,No,54,4,100.62,5412.26,0,26.31,4,26.93,2,6.0,Month-to-Month,Credit Card,Fiber Optic,Basic,Referral,0
CUST-01667,Female,1,Yes,Yes,49,1,67.7,3265.0,0,9.43,6,62.17,17,9.0,Two-Year,Bank Transfer,Fiber Optic,Premium,Social,0
CUST-01668,Female,1,Yes,Yes,38,5,39.23,1554.74,2,1.91,18,87.52,29,5.0,Two-Year,Check,DSL,Basic,Paid,0
CUST-01669,Female,1,No,No,52,5,104.48,5453.28,7,0.62,6,61.58,16,3.0,Month-to-Month,Credit Card,None,Basic,Referral,0
CUST-01670,Male,0,No,Yes,55,5,56.75,3172.04,0,1.97,12,92.59,1,4.0,Two-Year,Check,Fiber Optic,Standard,Referral,0
CUST-01671,Female,1,No,Yes,41,3,52.07,2113.32,13,6.09,16,84.81,3,0.0,Month-to-Month,Bank Transfer,DSL,Basic,Social,0
CUST-01672,Female,0,No,Yes,20,3,71.0,1369.05,7,2.27,5,3.5,14,8.0,One-Year,Check,Fiber Optic,Standard,Social,0
CUST-01673,Female,1,Yes,No,54,3,63.51,3376.89,11,3.61,9,68.68,22,0.0,Month-to-Month,PayPal,Fiber Optic,Basic,Paid,1
CUST-01674,Female,0,No,No,51,4,88.31,4516.84,13,1.76,16,72.09,6,8.0,Month-to-Month,PayPal,Fiber Optic,Premium,Social,0
CUST-01675,Male,0,No,No,70,2,33.72,2450.89,0,6.28,6,37.18,11,6.0,One-Year,Check,Fiber Optic,Standard,Organic,0
CUST-01676,Female,1,Yes,Yes,11,4,63.57,719.88,6,2.5,13,90.95,28,0.0,Month-to-Month,PayPal,DSL,Premium,Paid,0
CUST-01677,Male,0,Yes,No,30,3,109.17,3256.37,10,1.79,3,80.09,29,1.0,One-Year,Check,DSL,Standard,Referral,1
CUST-01678,Male,0,No,No,66,2,23.61,1548.58,14,6.6,18,36.71,26,1.0,One-Year,Check,DSL,Standard,Paid,0
CUST-01679,Female,1,No,No,37,4,65.73,2430.59,12,4.97,2,22.31,17,10.0,Month-to-Month,Credit Card,Fiber Optic,Premium,Paid,0
CUST-01680,Female,1,Yes,No,67,2,86.05,5866.9,3,0.12,13,,26,0.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Social,0
CUST-01681,Female,1,Yes,No,1,1,108.77,170.45,4,0.06,19,22.05,14,9.0,One-Year,Check,Fiber Optic,Basic,Organic,1
CUST-01682,Male,0,Yes,No,3,3,79.38,251.13,11,1.12,2,58.92,29,0.0,One-Year,Check,Fiber Optic,Standard,Social,1
CUST-01683,Male,1,Yes,Yes,57,3,102.45,5845.05,9,1.5,9,64.28,10,5.0,Month-to-Month,PayPal,Fiber Optic,Basic,Paid,0
CUST-01684,Female,1,No,Yes,26,2,42.27,1113.96,3,4.11,18,,27,6.0,One-Year,Bank Transfer,DSL,Standard,Organic,0
CUST-01685,Male,1,Yes,Yes,37,1,55.28,2070.11,7,5.45,1,54.85,16,7.0,Month-to-Month,PayPal,Fiber Optic,Basic,Organic,1
CUST-01686,Female,0,Yes,Yes,31,3,114.21,3519.95,13,2.59,6,25.03,27,5.0,One-Year,PayPal,Fiber Optic,Standard,Organic,0
CUST-01687,Female,0,Yes,Yes,29,4,108.6,3107.12,3,4.73,18,91.04,14,2.0,Month-to-Month,Credit Card,Fiber Optic,Basic,Paid,0
CUST-01688,Female,1,No,No,67,5,75.8,5129.9,4,7.47,2,85.63,26,2.0,Two-Year,Check,DSL,Basic,Social,0
CUST-01689,Female,0,No,Yes,7,2,67.55,473.94,13,0.35,19,11.56,15,0.0,One-Year,Bank Transfer,None,Standard,Organic,0
CUST-01690,Female,1,No,No,55,3,65.11,3628.31,10,19.21,14,25.23,24,9.0,One-Year,Check,Fiber Optic,Premium,Social,0
CUST-01691,Male,0,No,No,64,5,25.88,1738.56,3,0.75,4,94.45,29,0.0,Two-Year,Bank Transfer,DSL,Basic,Social,0
CUST-01692,Male,1,No,No,47,2,109.24,5160.2,4,4.03,4,29.9,2,6.0,Month-to-Month,Check,Fiber Optic,Premium,Organic,0
CUST-01693,Female,1,Yes,Yes,29,3,101.81,2970.56,12,3.84,6,81.58,12,6.0,Two-Year,Bank Transfer,Fiber Optic,Premium,Social,0
CUST-01694,Female,0,Yes,No,12,4,65.63,947.51,4,5.33,10,5.05,0,3.0,Month-to-Month,Bank Transfer,Fiber Optic,Standard,Organic,0
CUST-01695,Female,1,Yes,Yes,49,3,47.94,2359.61,10,5.53,19,38.78,8,1.0,Two-Year,Bank Transfer,DSL,Standard,Social,0
CUST-01696,Female,0,Yes,Yes,34,5,54.29,1791.4,7,4.88,15,61.48,1,6.0,One-Year,PayPal,Fiber Optic,Premium,Social,0
CUST-01697,Male,0,Yes,Yes,11,2,32.32,341.42,3,3.34,0,39.95,12,7.0,One-Year,Credit Card,DSL,Standard,Referral,0
CUST-01698,Male,0,No,Yes,26,3,92.18,2474.24,5,1.02,11,79.07,10,5.0,Two-Year,Credit Card,None,Basic,Referral,0
CUST-01699,Female,0,No,Yes,69,3,75.67,5156.31,10,9.33,6,97.99,1,7.0,Two-Year,Bank Transfer,Fiber Optic,Basic,Organic,0
CUST-01700,Male,0,Yes,Yes,19,4,43.41,787.17,12,3.1,10,51.35,11,6.0,Month-to-Month,PayPal,DSL,Premium,Paid,0
CUST-01701,Male,0,Yes,No,13,2,82.3,1125.23,0,8.14,8,46.36,13,10.0,Month-to-Month,PayPal,Fiber Optic,Premium,Referral,0
CUST-01702,Male,0,No,Yes,49,2,117.92,5764.65,13,0.99,11,70.45,0,3.0,One-Year,PayPal,DSL,Standard,Paid,0
CUST-01703,Male,0,No,Yes,15,2,32.24,478.08,3,4.05,15,75.37,27,8.0,Month-to-Month,Bank Transfer,DSL,Premium,Paid,0
CUST-01704,Male,1,No,Yes,66,2,65.85,4399.67,9,3.21,4,5.98,9,4.0,Month-to-Month,Credit Card,Fiber Optic,Premium,Social,0
CUST-01705,Male,0,No,No,61,1,69.42,4198.53,4,5.73,7,43.76,6,6.0,Month-to-Month,PayPal,Fiber Optic,Standard,Referral,0
CUST-01706,Female,0,Yes,No,70,5,36.68,2494.15,4,1.49,0,49.97,1,5.0,Month-to-Month,PayPal,Fiber Optic,Basic,Paid,0
CUST-01707,Female,0,No,No,65,2,73.16,4685.83,13,5.19,6,30.74,2,3.0,One-Year,Bank Transfer,None,Basic,Social,0
CUST-01708,Male,0,No,Yes,18,2,80.6,1479.85,10,6.73,19,75.91,20,7.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Social,0
CUST-01709,Female,1,Yes,Yes,16,5,35.73,584.71,13,2.2,14,88.7,0,10.0,Month-to-Month,Check,Fiber Optic,Standard,Social,0
CUST-01710,Female,1,No,Yes,25,4,35.47,852.18,0,0.02,13,84.53,2,4.0,Month-to-Month,PayPal,Fiber Optic,Standard,Organic,0
CUST-01711,Male,0,Yes,No,34,2,105.63,3533.65,4,0.75,16,63.38,19,2.0,One-Year,Bank Transfer,DSL,Premium,Organic,0
CUST-01712,Female,0,Yes,Yes,63,2,51.14,3208.21,0,2.84,11,79.42,10,4.0,Two-Year,Bank Transfer,DSL,Premium,Social,0
CUST-01713,Female,0,Yes,Yes,53,5,83.03,4456.59,7,0.59,1,23.26,22,2.0,Month-to-Month,Check,DSL,Basic,Referral,0
CUST-01714,Male,1,Yes,No,46,2,82.68,3761.37,6,7.95,13,2.57,20,5.0,Two-Year,Bank Transfer,Fiber Optic,Premium,Organic,0
CUST-01715,Male,0,No,No,63,5,103.92,6513.64,14,0.52,2,51.35,20,6.0,Two-Year,Credit Card,Fiber Optic,Standard,Social,0
CUST-01716,Female,0,No,No,46,4,93.99,4263.99,3,0.06,3,41.0,2,5.0,Month-to-Month,Credit Card,None,Premium,Referral,0
CUST-01717,Male,1,No,No,27,4,104.06,2791.19,9,1.75,13,88.17,19,10.0,Month-to-Month,Credit Card,DSL,Basic,Organic,0
CUST-01718,Female,0,No,Yes,30,3,82.52,2492.55,14,2.64,18,78.91,27,2.0,Month-to-Month,Credit Card,None,Standard,Paid,0
CUST-01719,Male,1,Yes,Yes,37,1,64.95,2508.75,1,1.85,6,38.19,24,0.0,Two-Year,Bank Transfer,DSL,Basic,Referral,0
CUST-01720,Female,0,No,No,7,5,59.36,426.39,6,3.27,6,1.74,28,7.0,Month-to-Month,Bank Transfer,DSL,Standard,Organic,0
CUST-01721,Female,0,No,No,53,3,57.9,3066.17,5,26.26,13,27.49,25,10.0,Month-to-Month,Check,None,Standard,Referral,0
CUST-01722,Male,0,Yes,Yes,47,1,61.84,2949.59,0,13.13,6,36.04,27,0.0,Month-to-Month,Check,DSL,Standard,Organic,0
CUST-01723,Female,1,No,Yes,52,5,32.93,1747.22,6,2.59,3,67.58,10,4.0,Month-to-Month,PayPal,DSL,Basic,Organic,0
CUST-01724,Female,1,Yes,Yes,38,2,62.4,2342.16,3,13.56,4,90.33,7,,Two-Year,Check,Fiber Optic,Basic,Referral,0
CUST-01725,Female,1,Yes,Yes,56,2,58.94,3415.99,4,3.51,16,22.1,17,7.0,Two-Year,Bank Transfer,Fiber Optic,Standard,Social,0
CUST-01726,Male,1,Yes,Yes,68,4,23.46,1593.87,3,7.77,12,78.59,5,,Month-to-Month,Check,DSL,Premium,Referral,0
CUST-01727,Female,1,Yes,Yes,41,2,47.51,1959.85,7,0.23,6,72.86,19,7.0,One-Year,Credit Card,Fiber Optic,Premium,Referral,0
CUST-01728,Male,1,No,No,32,1,95.19,3073.67,5,2.02,19,35.32,29,9.0,One-Year,Credit Card,Fiber Optic,Basic,Referral,0
CUST-01729,Female,0,No,Yes,8,2,77.79,639.65,11,16.36,6,1.62,10,6.0,Month-to-Month,Check,Fiber Optic,Basic,Social,1
CUST-01730,Male,1,Yes,No,56,4,100.62,5710.81,5,4.31,13,3.27,10,2.0,One-Year,Bank Transfer,DSL,Premium,Paid,0
CUST-01731,Male,0,No,No,65,3,74.27,4797.98,10,0.06,3,61.92,19,10.0,Two-Year,Check,DSL,Standard,Paid,0
CUST-01732,Male,1,No,No,50,4,105.41,5309.59,7,2.7,18,84.71,18,4.0,One-Year,Credit Card,Fiber Optic,Basic,Paid,0
CUST-01733,Male,1,Yes,Yes,62,1,99.61,6183.84,5,0.87,4,63.2,19,3.0,One-Year,Bank Transfer,None,Basic,Social,0
CUST-01734,Female,0,Yes,No,62,2,29.83,1898.5,12,1.97,8,77.37,12,7.0,One-Year,Check,DSL,Basic,Organic,0
CUST-01735,Male,1,Yes,Yes,57,2,117.7,6698.19,11,2.9,11,50.29,0,8.0,Two-Year,Credit Card,Fiber Optic,Premium,Paid,0
CUST-01736,Male,0,Yes,No,36,1,21.47,755.57,7,,10,26.29,7,7.0,One-Year,Check,Fiber Optic,Standard,Organic,0
CUST-01737,Male,1,Yes,No,8,4,79.68,674.07,8,0.61,11,3.98,2,5.0,Two-Year,Check,None,Standard,Referral,0
CUST-01738,Male,0,Yes,No,1,2,99.25,117.15,11,1.68,15,81.73,4,7.0,Two-Year,Bank Transfer,Fiber Optic,Standard,Organic,0
CUST-01739,Female,1,No,Yes,15,3,53.19,756.83,11,2.84,16,47.42,22,8.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Social,0
CUST-01740,Male,1,Yes,Yes,31,5,79.86,2542.85,10,2.57,6,87.65,3,,One-Year,Credit Card,Fiber Optic,Basic,Paid,0
CUST-01741,Female,1,Yes,No,53,2,56.21,3015.87,1,,12,37.02,2,9.0,Month-to-Month,Credit Card,Fiber Optic,Basic,Social,0
CUST-01742,Female,1,Yes,Yes,33,1,26.06,856.32,3,11.47,11,,6,6.0,Two-Year,Check,DSL,Standard,Paid,0
CUST-01743,Male,0,Yes,Yes,2,5,20.85,18.28,6,1.64,8,66.7,15,4.0,Month-to-Month,Check,DSL,Premium,Organic,0
CUST-01744,Male,1,No,No,15,2,29.49,460.5,8,0.48,10,60.43,1,3.0,Month-to-Month,PayPal,Fiber Optic,Standard,Paid,0
CUST-01745,Female,0,No,No,70,2,29.84,2121.89,5,2.23,16,70.42,1,0.0,Month-to-Month,PayPal,Fiber Optic,Premium,Organic,0
CUST-01746,Male,1,Yes,Yes,71,4,81.09,5677.61,12,10.1,13,9.11,26,5.0,Two-Year,Credit Card,None,Standard,Social,0
CUST-01747,Female,0,No,Yes,27,1,72.59,1978.62,5,1.7,0,8.34,24,,Two-Year,Credit Card,DSL,Standard,Social,0
CUST-01748,Female,1,No,Yes,58,2,65.55,3834.31,8,4.78,1,57.09,6,10.0,Month-to-Month,Bank Transfer,DSL,Standard,Referral,1
CUST-01749,Female,1,Yes,Yes,52,1,89.19,4520.37,10,0.46,14,54.83,16,1.0,Month-to-Month,Bank Transfer,Fiber Optic,Basic,Paid,0
CUST-01750,Male,1,Yes,No,67,5,21.68,1462.54,5,2.28,10,9.29,22,7.0,Month-to-Month,Credit Card,None,Premium,Social,0
CUST-01751,Male,1,No,No,64,2,47.1,3049.02,8,1.14,10,43.02,6,3.0,One-Year,Bank Transfer,DSL,Premium,Organic,0
CUST-01752,Female,0,No,Yes,45,3,97.74,4427.31,10,,16,63.36,16,1.0,Month-to-Month,PayPal,Fiber Optic,Basic,Referral,0
CUST-01753,Female,0,No,No,29,3,111.0,3259.06,5,0.19,4,54.2,25,6.0,Month-to-Month,Bank Transfer,None,Premium,Paid,0
CUST-01754,Male,0,Yes,Yes,45,3,63.83,2856.14,14,0.37,5,18.65,1,0.0,One-Year,PayPal,Fiber Optic,Basic,Social,0
CUST-01755,Male,0,Yes,Yes,23,1,28.15,595.42,8,1.71,12,92.78,3,2.0,Month-to-Month,PayPal,Fiber Optic,Basic,Paid,0
CUST-01756,Female,0,Yes,Yes,25,2,99.87,2406.83,11,4.39,15,3.44,25,2.0,One-Year,Bank Transfer,Fiber Optic,Standard,Social,0
CUST-01757,Female,0,Yes,Yes,44,5,108.52,4829.36,10,4.83,19,27.26,27,9.0,Two-Year,Credit Card,DSL,Basic,Social,0
CUST-01758,Male,1,No,No,41,3,61.37,2551.16,12,3.67,18,6.75,20,1.0,One-Year,Check,Fiber Optic,Basic,Referral,0
CUST-01759,Male,1,No,No,42,5,44.34,1920.52,10,6.98,6,28.34,29,3.0,Month-to-Month,Bank Transfer,DSL,Basic,Organic,0
CUST-01760,Male,0,Yes,Yes,28,3,24.4,646.86,8,3.33,3,68.53,22,10.0,Month-to-Month,Bank Transfer,DSL,Basic,Referral,0
CUST-01761,Male,0,Yes,No,30,2,79.11,2413.44,11,8.77,12,2.38,19,,Month-to-Month,PayPal,None,Standard,Referral,0
CUST-01762,Female,0,No,Yes,1,2,110.99,35.85,6,4.59,3,3.88,0,3.0,Month-to-Month,PayPal,Fiber Optic,Premium,Paid,0
CUST-01763,Female,1,No,Yes,43,4,87.79,3731.44,12,0.25,8,20.59,25,7.0,Month-to-Month,PayPal,Fiber Optic,Standard,Organic,0
CUST-01764,Female,0,Yes,Yes,41,2,51.72,2127.02,7,3.37,6,2.77,9,0.0,Two-Year,Check,DSL,Premium,Paid,0
CUST-01765,Male,0,No,Yes,67,3,84.29,5680.51,11,0.52,7,39.01,24,1.0,Two-Year,Credit Card,Fiber Optic,Standard,Referral,0
CUST-01766,Female,1,No,No,36,5,103.21,3799.4,3,5.17,17,23.01,0,4.0,One-Year,PayPal,Fiber Optic,Premium,Referral,0
CUST-01767,Female,1,No,Yes,34,5,67.58,2285.82,2,0.05,6,,13,7.0,One-Year,Check,None,Standard,Social,0
CUST-01768,Female,0,No,Yes,5,2,101.97,466.59,8,1.28,17,83.72,18,0.0,Month-to-Month,PayPal,Fiber Optic,Basic,Paid,0
CUST-01769,Female,1,Yes,Yes,14,2,59.19,782.82,12,6.37,4,43.22,3,0.0,Month-to-Month,PayPal,Fiber Optic,Premium,Social,0
CUST-01770,Female,1,Yes,Yes,25,4,54.85,1336.87,11,2.43,5,1.5,11,0.0,Month-to-Month,Bank Transfer,Fiber Optic,Standard,Social,0
CUST-01771,Female,1,Yes,No,27,4,78.3,2225.12,4,9.75,4,54.68,2,,Two-Year,Check,DSL,Premium,Paid,0
CUST-01772,Male,0,No,Yes,26,4,66.47,1766.03,12,1.87,14,10.94,14,7.0,Two-Year,PayPal,Fiber Optic,Standard,Referral,0
CUST-01773,Female,1,No,Yes,28,1,117.71,3351.54,9,0.49,15,5.93,3,4.0,Month-to-Month,Bank Transfer,DSL,Basic,Paid,0
CUST-01774,Male,1,Yes,Yes,55,3,71.64,3928.19,8,4.57,0,32.73,7,1.0,Month-to-Month,Check,Fiber Optic,Standard,Social,0
CUST-01775,Male,0,No,Yes,10,1,58.52,585.09,14,0.94,6,27.21,15,8.0,Month-to-Month,Check,Fiber Optic,Premium,Social,0
CUST-01776,Male,0,No,No,24,5,59.49,1462.8,11,0.08,18,11.17,13,7.0,Month-to-Month,Bank Transfer,DSL,Standard,Organic,0
CUST-01777,Male,1,Yes,No,12,5,74.79,872.24,4,7.31,10,29.84,1,0.0,Month-to-Month,Credit Card,Fiber Optic,Standard,Organic,0
CUST-01778,Female,1,No,No,22,4,55.49,1206.24,0,1.58,3,48.41,24,8.0,Month-to-Month,Credit Card,DSL,Basic,Organic,0
CUST-01779,Female,1,Yes,No,49,2,92.29,4488.51,4,0.78,4,25.11,14,10.0,Two-Year,Check,None,Premium,Organic,0
CUST-01780,Male,0,No,Yes,4,4,58.07,209.89,2,0.04,9,3.23,8,7.0,Month-to-Month,Check,Fiber Optic,Basic,Social,0
CUST-01781,Female,1,Yes,Yes,25,3,58.41,1462.81,2,,4,89.26,8,3.0,One-Year,Check,DSL,Premium,Referral,0
CUST-01782,Male,1,No,Yes,2,4,81.7,122.31,7,0.4,8,65.14,3,2.0,Month-to-Month,Credit Card,DSL,Basic,Referral,0
CUST-01783,Male,1,No,No,68,2,26.08,1788.06,14,0.8,11,70.67,26,4.0,Month-to-Month,Bank Transfer,DSL,Basic,Referral,1
CUST-01784,Male,1,No,No,52,3,85.54,4462.07,9,10.12,9,40.81,22,3.0,Month-to-Month,PayPal,Fiber Optic,Premium,Organic,0
CUST-01785,Male,1,No,Yes,18,5,70.5,1259.99,6,1.82,11,57.33,2,1.0,One-Year,Credit Card,Fiber Optic,Basic,Referral,0
CUST-01786,Male,1,Yes,No,15,1,65.3,938.17,3,1.64,1,70.3,26,10.0,Month-to-Month,PayPal,DSL,Basic,Referral,1
CUST-01787,Female,1,No,Yes,8,2,91.93,740.65,11,0.0,10,35.67,20,1.0,One-Year,Check,Fiber Optic,Basic,Referral,0
CUST-01788,Female,0,Yes,Yes,34,2,95.83,3232.82,8,5.44,1,83.13,20,3.0,Month-to-Month,Check,Fiber Optic,Standard,Organic,1
CUST-01789,Female,0,Yes,No,54,1,104.63,5652.14,0,,13,77.24,2,0.0,Two-Year,Bank Transfer,Fiber Optic,Premium,Referral,0
CUST-01790,Male,0,Yes,Yes,42,2,57.48,2469.08,6,16.22,10,28.71,8,6.0,Month-to-Month,PayPal,DSL,Premium,Paid,0
CUST-01791,Male,0,Yes,Yes,63,4,52.7,3257.69,2,4.75,12,33.28,15,,Two-Year,PayPal,None,Standard,Social,0
CUST-01792,Male,0,No,No,25,1,91.43,2394.53,7,10.23,6,18.39,20,8.0,One-Year,Bank Transfer,DSL,Premium,Organic,0
CUST-01793,Male,0,No,No,20,2,78.18,1559.98,0,4.31,4,50.26,10,6.0,Two-Year,Bank Transfer,DSL,Basic,Organic,0
CUST-01794,Male,0,Yes,No,34,5,83.18,2848.72,3,1.37,13,81.13,24,5.0,Two-Year,Check,Fiber Optic,Premium,Organic,0
